类型,分类,原文件名,最终文件名,说明
完整图标库,01_餐饮美食,emoji_aubergine.png,emoji_aubergine.png,英文描述名称
完整图标库,01_餐饮美食,emoji_banana.png,emoji_banana.png,英文描述名称
完整图标库,01_餐饮美食,emoji_beer_mug.png,emoji_beer_mug.png,英文描述名称
完整图标库,01_餐饮美食,emoji_bento_box.png,emoji_bento_box.png,英文描述名称
完整图标库,01_餐饮美食,emoji_birthday_cake.png,emoji_birthday_cake.png,英文描述名称
完整图标库,01_餐饮美食,emoji_bottle_with_popping_cork.png,emoji_bottle_with_popping_cork.png,英文描述名称
完整图标库,01_餐饮美食,emoji_bread.png,emoji_bread.png,英文描述名称
完整图标库,01_餐饮美食,emoji_candy.png,emoji_candy.png,英文描述名称
完整图标库,01_餐饮美食,emoji_cherries.png,emoji_cherries.png,英文描述名称
完整图标库,01_餐饮美食,emoji_chocolate_bar.png,emoji_chocolate_bar.png,英文描述名称
完整图标库,01_餐饮美食,emoji_clinking_beer_mugs.png,emoji_clinking_beer_mugs.png,英文描述名称
完整图标库,01_餐饮美食,emoji_cocktail_glass.png,emoji_cocktail_glass.png,英文描述名称
完整图标库,01_餐饮美食,emoji_cooked_rice.png,emoji_cooked_rice.png,英文描述名称
完整图标库,01_餐饮美食,emoji_cookie.png,emoji_cookie.png,英文描述名称
完整图标库,01_餐饮美食,emoji_cooking.png,emoji_cooking.png,英文描述名称
完整图标库,01_餐饮美食,emoji_curry_and_rice.png,emoji_curry_and_rice.png,英文描述名称
完整图标库,01_餐饮美食,emoji_custard.png,emoji_custard.png,英文描述名称
完整图标库,01_餐饮美食,emoji_dango.png,emoji_dango.png,英文描述名称
完整图标库,01_餐饮美食,emoji_doughnut.png,emoji_doughnut.png,英文描述名称
完整图标库,01_餐饮美食,emoji_fish_cake_with_swirl_design.png,emoji_fish_cake_with_swirl_design.png,英文描述名称
完整图标库,01_餐饮美食,emoji_fork_and_knife.png,emoji_fork_and_knife.png,英文描述名称
完整图标库,01_餐饮美食,emoji_fork_and_knife_with_plate.png,emoji_fork_and_knife_with_plate.png,英文描述名称
完整图标库,01_餐饮美食,emoji_french_fries.png,emoji_french_fries.png,英文描述名称
完整图标库,01_餐饮美食,emoji_fried_shrimp.png,emoji_fried_shrimp.png,英文描述名称
完整图标库,01_餐饮美食,emoji_grapes.png,emoji_grapes.png,英文描述名称
完整图标库,01_餐饮美食,emoji_green_apple.png,emoji_green_apple.png,英文描述名称
完整图标库,01_餐饮美食,emoji_hamburger.png,emoji_hamburger.png,英文描述名称
完整图标库,01_餐饮美食,emoji_honey_pot.png,emoji_honey_pot.png,英文描述名称
完整图标库,01_餐饮美食,emoji_ice_cream.png,emoji_ice_cream.png,英文描述名称
完整图标库,01_餐饮美食,emoji_izakaya_lantern.png,emoji_izakaya_lantern.png,英文描述名称
完整图标库,01_餐饮美食,emoji_lemon.png,emoji_lemon.png,英文描述名称
完整图标库,01_餐饮美食,emoji_lollipop.png,emoji_lollipop.png,英文描述名称
完整图标库,01_餐饮美食,emoji_meat_on_bone.png,emoji_meat_on_bone.png,英文描述名称
完整图标库,01_餐饮美食,emoji_melon.png,emoji_melon.png,英文描述名称
完整图标库,01_餐饮美食,emoji_mushroom.png,emoji_mushroom.png,英文描述名称
完整图标库,01_餐饮美食,emoji_oden.png,emoji_oden.png,英文描述名称
完整图标库,01_餐饮美食,emoji_peach.png,emoji_peach.png,英文描述名称
完整图标库,01_餐饮美食,emoji_pear.png,emoji_pear.png,英文描述名称
完整图标库,01_餐饮美食,emoji_pineapple.png,emoji_pineapple.png,英文描述名称
完整图标库,01_餐饮美食,emoji_popcorn.png,emoji_popcorn1.png,与代码必需名称冲突，已加数字后缀
完整图标库,01_餐饮美食,emoji_pot_of_food.png,emoji_pot_of_food.png,英文描述名称
完整图标库,01_餐饮美食,emoji_poultry_leg.png,emoji_poultry_leg.png,英文描述名称
完整图标库,01_餐饮美食,emoji_red_apple.png,emoji_red_apple.png,英文描述名称
完整图标库,01_餐饮美食,emoji_rice_ball.png,emoji_rice_ball.png,英文描述名称
完整图标库,01_餐饮美食,emoji_rice_cracker.png,emoji_rice_cracker.png,英文描述名称
完整图标库,01_餐饮美食,emoji_roasted_sweet_potato.png,emoji_roasted_sweet_potato.png,英文描述名称
完整图标库,01_餐饮美食,emoji_sake_bottle_and_cup.png,emoji_sake_bottle_and_cup.png,英文描述名称
完整图标库,01_餐饮美食,emoji_shaved_ice.png,emoji_shaved_ice.png,英文描述名称
完整图标库,01_餐饮美食,emoji_shortcake.png,emoji_shortcake.png,英文描述名称
完整图标库,01_餐饮美食,emoji_slice_of_pizza.png,emoji_slice_of_pizza.png,英文描述名称
完整图标库,01_餐饮美食,emoji_soft_ice_cream.png,emoji_soft_ice_cream.png,英文描述名称
完整图标库,01_餐饮美食,emoji_spaghetti.png,emoji_spaghetti.png,英文描述名称
完整图标库,01_餐饮美食,emoji_steaming_bowl.png,emoji_steaming_bowl.png,英文描述名称
完整图标库,01_餐饮美食,emoji_strawberry.png,emoji_strawberry.png,英文描述名称
完整图标库,01_餐饮美食,emoji_sushi.png,emoji_sushi.png,英文描述名称
完整图标库,01_餐饮美食,emoji_tangerine.png,emoji_tangerine.png,英文描述名称
完整图标库,01_餐饮美食,emoji_teacup_without_handle.png,emoji_teacup_without_handle.png,英文描述名称
完整图标库,01_餐饮美食,emoji_tomato.png,emoji_tomato.png,英文描述名称
完整图标库,01_餐饮美食,emoji_tropical_drink.png,emoji_tropical_drink.png,英文描述名称
完整图标库,01_餐饮美食,emoji_watermelon.png,emoji_watermelon.png,英文描述名称
完整图标库,01_餐饮美食,emoji_wine_glass.png,emoji_wine_glass.png,英文描述名称
完整图标库,02_出行交通,emoji_airplane.png,emoji_airplane1.png,与代码必需名称冲突，已加数字后缀
完整图标库,02_出行交通,emoji_blue_car_front.png,emoji_blue_car_front.png,英文描述名称
完整图标库,02_出行交通,emoji_bus_front.png,emoji_bus_front.png,英文描述名称
完整图标库,02_出行交通,emoji_business_airplane.png,emoji_business_airplane.png,英文描述名称
完整图标库,02_出行交通,emoji_car_front.png,emoji_car_front.png,英文描述名称
完整图标库,02_出行交通,emoji_city_bus.png,emoji_city_bus.png,英文描述名称
完整图标库,02_出行交通,emoji_delivery_truck.png,emoji_delivery_truck.png,英文描述名称
完整图标库,02_出行交通,emoji_freight_helicopter.png,emoji_freight_helicopter.png,英文描述名称
完整图标库,02_出行交通,emoji_passenger_airplane.png,emoji_passenger_airplane.png,英文描述名称
完整图标库,02_出行交通,emoji_racing_car.png,emoji_racing_car.png,英文描述名称
完整图标库,02_出行交通,emoji_racing_motorcycle.png,emoji_racing_motorcycle.png,英文描述名称
完整图标库,02_出行交通,emoji_train_front.png,emoji_train_front.png,英文描述名称
完整图标库,02_出行交通,emoji_yellow_bus.png,emoji_yellow_bus.png,英文描述名称
完整图标库,03_购物消费,emoji_convenience_store.png,emoji_convenience_store.png,英文描述名称
完整图标库,03_购物消费,emoji_department_store.png,emoji_department_store.png,英文描述名称
完整图标库,03_购物消费,emoji_label.png,emoji_label.png,英文描述名称
完整图标库,03_购物消费,emoji_shopping_bag_purple.png,emoji_shopping_bag_purple.png,英文描述名称
完整图标库,03_购物消费,emoji_shopping_bag_yellow.png,emoji_shopping_bag_yellow.png,英文描述名称
完整图标库,03_购物消费,emoji_wrapped_present.png,emoji_wrapped_present.png,英文描述名称
完整图标库,04_居家生活,emoji_amphora.png,emoji_amphora.png,英文描述名称
完整图标库,04_居家生活,emoji_building_construction.png,emoji_building_construction.png,英文描述名称
完整图标库,04_居家生活,emoji_cityscape.png,emoji_cityscape.png,英文描述名称
完整图标库,04_居家生活,emoji_derelict_house_building.png,emoji_derelict_house_building.png,英文描述名称
完整图标库,04_居家生活,emoji_house_building.png,emoji_house_building.png,英文描述名称
完整图标库,04_居家生活,emoji_house_buildings.png,emoji_house_buildings.png,英文描述名称
完整图标库,04_居家生活,emoji_house_with_garden.png,emoji_house_with_garden.png,英文描述名称
完整图标库,05_健康运动,emoji_american_football.png,emoji_american_football.png,英文描述名称
完整图标库,05_健康运动,emoji_badminton_racquet_and_shuttlecock.png,emoji_badminton_racquet_and_shuttlecock.png,英文描述名称
完整图标库,05_健康运动,emoji_basketball_and_hoop.png,emoji_basketball_and_hoop.png,英文描述名称
完整图标库,05_健康运动,emoji_bow_and_arrow.png,emoji_bow_and_arrow.png,英文描述名称
完整图标库,05_健康运动,emoji_chequered_flag.png,emoji_chequered_flag.png,英文描述名称
完整图标库,05_健康运动,emoji_cricket_bat_and_ball.png,emoji_cricket_bat_and_ball.png,英文描述名称
完整图标库,05_健康运动,emoji_field_hockey_stick_and_ball.png,emoji_field_hockey_stick_and_ball.png,英文描述名称
完整图标库,05_健康运动,emoji_golfer.png,emoji_golfer.png,英文描述名称
完整图标库,05_健康运动,emoji_golfer_female.png,emoji_golfer_female.png,英文描述名称
完整图标库,05_健康运动,emoji_horse_racing.png,emoji_horse_racing.png,英文描述名称
完整图标库,05_健康运动,emoji_hospital.png,emoji_hospital.png,英文描述名称
完整图标库,05_健康运动,emoji_ice_hockey_stick_and_puck.png,emoji_ice_hockey_stick_and_puck.png,英文描述名称
完整图标库,05_健康运动,emoji_rugby_football.png,emoji_rugby_football.png,英文描述名称
完整图标库,05_健康运动,emoji_runner_female.png,emoji_runner_female.png,英文描述名称
完整图标库,05_健康运动,emoji_runner_male.png,emoji_runner_male.png,英文描述名称
完整图标库,05_健康运动,emoji_running_shirt_with_sash.png,emoji_running_shirt_with_sash.png,英文描述名称
完整图标库,05_健康运动,emoji_ski_and_ski_boot.png,emoji_ski_and_ski_boot.png,英文描述名称
完整图标库,05_健康运动,emoji_snowboarder.png,emoji_snowboarder.png,英文描述名称
完整图标库,05_健康运动,emoji_sports_medal.png,emoji_sports_medal.png,英文描述名称
完整图标库,05_健康运动,emoji_stadium.png,emoji_stadium.png,英文描述名称
完整图标库,05_健康运动,emoji_surfer_female.png,emoji_surfer_female.png,英文描述名称
完整图标库,05_健康运动,emoji_surfer_male.png,emoji_surfer_male.png,英文描述名称
完整图标库,05_健康运动,emoji_swimmer_female.png,emoji_swimmer_female.png,英文描述名称
完整图标库,05_健康运动,emoji_swimmer_male.png,emoji_swimmer_male.png,英文描述名称
完整图标库,05_健康运动,emoji_table_tennis_paddle_and_ball.png,emoji_table_tennis_paddle_and_ball.png,英文描述名称
完整图标库,05_健康运动,emoji_tennis_racquet_and_ball.png,emoji_tennis_racquet_and_ball.png,英文描述名称
完整图标库,05_健康运动,emoji_trophy.png,emoji_trophy.png,英文描述名称
完整图标库,05_健康运动,emoji_volleyball.png,emoji_volleyball.png,英文描述名称
完整图标库,05_健康运动,emoji_weight_lifter_female.png,emoji_weight_lifter_female.png,英文描述名称
完整图标库,05_健康运动,emoji_weight_lifter_male.png,emoji_weight_lifter_male.png,英文描述名称
完整图标库,06_学习工作,emoji_backpack_green.png,emoji_backpack_green.png,英文描述名称
完整图标库,06_学习工作,emoji_books_and_blocks.png,emoji_books_and_blocks.png,英文描述名称
完整图标库,06_学习工作,emoji_briefcase.png,emoji_briefcase1.png,与代码必需名称冲突，已加数字后缀
完整图标库,06_学习工作,emoji_desktop_computer.png,emoji_desktop_computer.png,英文描述名称
完整图标库,06_学习工作,emoji_european_post_office.png,emoji_european_post_office.png,英文描述名称
完整图标库,06_学习工作,emoji_factory.png,emoji_factory.png,英文描述名称
完整图标库,06_学习工作,emoji_graduation_cap.png,emoji_graduation_cap.png,英文描述名称
完整图标库,06_学习工作,emoji_japanese_post_office.png,emoji_japanese_post_office.png,英文描述名称
完整图标库,06_学习工作,emoji_laptop_computer.png,emoji_laptop_computer.png,英文描述名称
完整图标库,06_学习工作,emoji_office_building.png,emoji_office_building.png,英文描述名称
完整图标库,06_学习工作,emoji_printer.png,emoji_printer.png,英文描述名称
完整图标库,06_学习工作,emoji_school.png,emoji_school.png,英文描述名称
完整图标库,06_学习工作,emoji_school_satchel.png,emoji_school_satchel.png,英文描述名称
完整图标库,07_娱乐社交,emoji_admission_tickets.png,emoji_admission_tickets.png,英文描述名称
完整图标库,07_娱乐社交,emoji_artist_palette.png,emoji_artist_palette.png,英文描述名称
完整图标库,07_娱乐社交,emoji_billiards.png,emoji_billiards.png,英文描述名称
完整图标库,07_娱乐社交,emoji_bowling.png,emoji_bowling.png,英文描述名称
完整图标库,07_娱乐社交,emoji_carousel_horse.png,emoji_carousel_horse.png,英文描述名称
完整图标库,07_娱乐社交,emoji_cinema.png,emoji_cinema.png,英文描述名称
完整图标库,07_娱乐社交,emoji_circus_tent.png,emoji_circus_tent.png,英文描述名称
完整图标库,07_娱乐社交,emoji_clapper_board.png,emoji_clapper_board.png,英文描述名称
完整图标库,07_娱乐社交,emoji_control_knobs.png,emoji_control_knobs.png,英文描述名称
完整图标库,07_娱乐社交,emoji_direct_hit.png,emoji_direct_hit.png,英文描述名称
完整图标库,07_娱乐社交,emoji_ferris_wheel.png,emoji_ferris_wheel.png,英文描述名称
完整图标库,07_娱乐社交,emoji_film_frames.png,emoji_film_frames.png,英文描述名称
完整图标库,07_娱乐社交,emoji_fishing_pole_and_fish.png,emoji_fishing_pole_and_fish.png,英文描述名称
完整图标库,07_娱乐社交,emoji_flower_playing_cards.png,emoji_flower_playing_cards.png,英文描述名称
完整图标库,07_娱乐社交,emoji_game_die.png,emoji_game_die.png,英文描述名称
完整图标库,07_娱乐社交,emoji_guitar.png,emoji_guitar.png,英文描述名称
完整图标库,07_娱乐社交,emoji_headphone.png,emoji_headphone.png,英文描述名称
完整图标库,07_娱乐社交,emoji_level_slider.png,emoji_level_slider.png,英文描述名称
完整图标库,07_娱乐社交,emoji_mahjong_tile_red_dragon.png,emoji_mahjong_tile_red_dragon.png,英文描述名称
完整图标库,07_娱乐社交,emoji_microphone.png,emoji_microphone.png,英文描述名称
完整图标库,07_娱乐社交,emoji_movie_camera.png,emoji_movie_camera.png,英文描述名称
完整图标库,07_娱乐社交,emoji_multiple_musical_notes.png,emoji_multiple_musical_notes.png,英文描述名称
完整图标库,07_娱乐社交,emoji_musical_keyboard.png,emoji_musical_keyboard.png,英文描述名称
完整图标库,07_娱乐社交,emoji_musical_note.png,emoji_musical_note.png,英文描述名称
完整图标库,07_娱乐社交,emoji_musical_score.png,emoji_musical_score.png,英文描述名称
完整图标库,07_娱乐社交,emoji_performing_arts.png,emoji_performing_arts.png,英文描述名称
完整图标库,07_娱乐社交,emoji_playing_card_black_joker.png,emoji_playing_card_black_joker.png,英文描述名称
完整图标库,07_娱乐社交,emoji_roller_coaster.png,emoji_roller_coaster.png,英文描述名称
完整图标库,07_娱乐社交,emoji_saxophone.png,emoji_saxophone.png,英文描述名称
完整图标库,07_娱乐社交,emoji_slot_machine.png,emoji_slot_machine.png,英文描述名称
完整图标库,07_娱乐社交,emoji_studio_microphone.png,emoji_studio_microphone.png,英文描述名称
完整图标库,07_娱乐社交,emoji_ticket.png,emoji_ticket1.png,与代码必需名称冲突，已加数字后缀
完整图标库,07_娱乐社交,emoji_top_hat.png,emoji_top_hat.png,英文描述名称
完整图标库,07_娱乐社交,emoji_trumpet.png,emoji_trumpet.png,英文描述名称
完整图标库,07_娱乐社交,emoji_video_game.png,emoji_video_game.png,英文描述名称
完整图标库,07_娱乐社交,emoji_violin.png,emoji_violin.png,英文描述名称
完整图标库,08_时尚美容,emoji_athletic_shoe.png,emoji_athletic_shoe.png,英文描述名称
完整图标库,08_时尚美容,emoji_baseball_cap.png,emoji_baseball_cap.png,英文描述名称
完整图标库,08_时尚美容,emoji_beauty_device.png,emoji_beauty_device.png,英文描述名称
完整图标库,08_时尚美容,emoji_bikini.png,emoji_bikini.png,英文描述名称
完整图标库,08_时尚美容,emoji_crown.png,emoji_crown.png,英文描述名称
完整图标库,08_时尚美容,emoji_dress.png,emoji_dress.png,英文描述名称
完整图标库,08_时尚美容,emoji_ear.png,emoji_ear.png,英文描述名称
完整图标库,08_时尚美容,emoji_eye.png,emoji_eye.png,英文描述名称
完整图标库,08_时尚美容,emoji_eye_left_speech_bubble.png,emoji_eye_left_speech_bubble.png,英文描述名称
完整图标库,08_时尚美容,emoji_eyeglasses.png,emoji_eyeglasses.png,英文描述名称
完整图标库,08_时尚美容,emoji_eyes.png,emoji_eyes.png,英文描述名称
完整图标库,08_时尚美容,emoji_handbag_1.png,emoji_handbag_1.png,英文描述名称
完整图标库,08_时尚美容,emoji_handbag_2.png,emoji_handbag_2.png,英文描述名称
完整图标库,08_时尚美容,emoji_high_heel_shoe.png,emoji_high_heel_shoe.png,英文描述名称
完整图标库,08_时尚美容,emoji_high_heeled_shoe.png,emoji_high_heeled_shoe.png,英文描述名称
完整图标库,08_时尚美容,emoji_hoodie.png,emoji_hoodie.png,英文描述名称
完整图标库,08_时尚美容,emoji_jeans.png,emoji_jeans.png,英文描述名称
完整图标库,08_时尚美容,emoji_jewelry_earrings.png,emoji_jewelry_earrings.png,英文描述名称
完整图标库,08_时尚美容,emoji_kimono.png,emoji_kimono.png,英文描述名称
完整图标库,08_时尚美容,emoji_long_sleeve_tshirt.png,emoji_long_sleeve_tshirt.png,英文描述名称
完整图标库,08_时尚美容,emoji_mans_shoe.png,emoji_mans_shoe.png,英文描述名称
完整图标库,08_时尚美容,emoji_mens_and_womens_clothing.png,emoji_mens_and_womens_clothing.png,英文描述名称
完整图标库,08_时尚美容,emoji_mens_casual_shirt.png,emoji_mens_casual_shirt.png,英文描述名称
完整图标库,08_时尚美容,emoji_mens_shirt_with_tie.png,emoji_mens_shirt_with_tie.png,英文描述名称
完整图标库,08_时尚美容,emoji_mens_suit.png,emoji_mens_suit.png,英文描述名称
完整图标库,08_时尚美容,emoji_mouth.png,emoji_mouth.png,英文描述名称
完整图标库,08_时尚美容,emoji_necktie.png,emoji_necktie.png,英文描述名称
完整图标库,08_时尚美容,emoji_nose.png,emoji_nose.png,英文描述名称
完整图标库,08_时尚美容,emoji_pet_bath.png,emoji_pet_bath.png,英文描述名称
完整图标库,08_时尚美容,emoji_pouch.png,emoji_pouch.png,英文描述名称
完整图标库,08_时尚美容,emoji_purse.png,emoji_purse.png,英文描述名称
完整图标库,08_时尚美容,emoji_ribbon.png,emoji_ribbon.png,英文描述名称
完整图标库,08_时尚美容,emoji_rosette.png,emoji_rosette1.png,与代码必需名称冲突，已加数字后缀
完整图标库,08_时尚美容,emoji_scarf.png,emoji_scarf.png,英文描述名称
完整图标库,08_时尚美容,emoji_sneaker.png,emoji_sneaker.png,英文描述名称
完整图标库,08_时尚美容,emoji_t_shirt.png,emoji_t_shirt.png,英文描述名称
完整图标库,08_时尚美容,emoji_tongue.png,emoji_tongue.png,英文描述名称
完整图标库,08_时尚美容,emoji_underwear_set.png,emoji_underwear_set.png,英文描述名称
完整图标库,08_时尚美容,emoji_womans_boots.png,emoji_womans_boots.png,英文描述名称
完整图标库,08_时尚美容,emoji_womans_clothes.png,emoji_womans_clothes.png,英文描述名称
完整图标库,08_时尚美容,emoji_womans_hat.png,emoji_womans_hat.png,英文描述名称
完整图标库,08_时尚美容,emoji_womans_sandal.png,emoji_womans_sandal.png,英文描述名称
完整图标库,08_时尚美容,emoji_womens_dress_1.png,emoji_womens_dress_1.png,英文描述名称
完整图标库,08_时尚美容,emoji_womens_dress_2.png,emoji_womens_dress_2.png,英文描述名称
完整图标库,08_时尚美容,emoji_womens_hat.png,emoji_womens_hat.png,英文描述名称
完整图标库,09_财务收入,emoji_automated_teller_machine.png,emoji_automated_teller_machine.png,英文描述名称
完整图标库,09_财务收入,emoji_bank.png,emoji_bank.png,英文描述名称
完整图标库,09_财务收入,emoji_dollar_coin.png,emoji_dollar_coin.png,英文描述名称
完整图标库,09_财务收入,emoji_red_envelope.png,emoji_red_envelope.png,英文描述名称
完整图标库,09_财务收入,emoji_red_envelope_yuan.png,emoji_red_envelope_yuan.png,英文描述名称
完整图标库,09_财务收入,emoji_star_coin.png,emoji_star_coin.png,英文描述名称
完整图标库,09_财务收入,emoji_yuan_banknote.png,emoji_yuan_banknote.png,英文描述名称
完整图标库,09_财务收入,emoji_yuan_money_bag.png,emoji_yuan_money_bag.png,英文描述名称
完整图标库,10_家人育儿,emoji_baby_bodysuit.png,emoji_baby_bodysuit.png,英文描述名称
完整图标库,10_家人育儿,emoji_baby_bottle.png,emoji_baby_bottle.png,英文描述名称
完整图标库,10_家人育儿,emoji_baby_romper.png,emoji_baby_romper.png,英文描述名称
完整图标库,10_家人育儿,emoji_boy_1.png,emoji_boy_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_boy_2.png,emoji_boy_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_boy_3.png,emoji_boy_3.png,英文描述名称
完整图标库,10_家人育儿,emoji_boy_4.png,emoji_boy_4.png,英文描述名称
完整图标库,10_家人育儿,emoji_boy_5.png,emoji_boy_5.png,英文描述名称
完整图标库,10_家人育儿,emoji_boy_6.png,emoji_boy_6.png,英文描述名称
完整图标库,10_家人育儿,emoji_bust_in_silhouette.png,emoji_bust_in_silhouette.png,英文描述名称
完整图标库,10_家人育儿,emoji_busts_in_silhouette.png,emoji_busts_in_silhouette.png,英文描述名称
完整图标库,10_家人育儿,emoji_children_outfit_set.png,emoji_children_outfit_set.png,英文描述名称
完整图标库,10_家人育儿,emoji_footprints.png,emoji_footprints.png,英文描述名称
完整图标库,10_家人育儿,emoji_girl_1.png,emoji_girl_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_girl_2.png,emoji_girl_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_girl_3.png,emoji_girl_3.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_1.png,emoji_man_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_2.png,emoji_man_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_airplane.png,emoji_man_airplane.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_artist_palette.png,emoji_man_artist_palette.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_baby_bottle.png,emoji_man_baby_bottle.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_boy_1.png,emoji_man_boy_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_boy_2.png,emoji_man_boy_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_boy_3.png,emoji_man_boy_3.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_boy_4.png,emoji_man_boy_4.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_briefcase_1.png,emoji_man_briefcase_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_briefcase_2.png,emoji_man_briefcase_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_cooking.png,emoji_man_cooking.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_ear_of_rice_1.png,emoji_man_ear_of_rice_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_ear_of_rice_2.png,emoji_man_ear_of_rice_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_emoji_component_bald.png,emoji_man_emoji_component_bald.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_emoji_component_curly_hair.png,emoji_man_emoji_component_curly_hair.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_emoji_component_red_hair.png,emoji_man_emoji_component_red_hair.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_factory.png,emoji_man_factory.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_fire_engine.png,emoji_man_fire_engine.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_girl_1.png,emoji_man_girl_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_girl_2.png,emoji_man_girl_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_girl_3.png,emoji_man_girl_3.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_girl_4.png,emoji_man_girl_4.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_girl_boy.png,emoji_man_girl_boy.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_graduation_cap.png,emoji_man_graduation_cap.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_heavy_black_heart_1.png,emoji_man_heavy_black_heart_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_heavy_black_heart_2.png,emoji_man_heavy_black_heart_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_heavy_black_heart_3.png,emoji_man_heavy_black_heart_3.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_heavy_black_heart_kiss_mark_1.png,emoji_man_heavy_black_heart_kiss_mark_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_heavy_black_heart_kiss_mark_2.png,emoji_man_heavy_black_heart_kiss_mark_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_manual_wheelchair.png,emoji_man_manual_wheelchair.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_microphone_1.png,emoji_man_microphone_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_microphone_2.png,emoji_man_microphone_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_motorized_wheelchair.png,emoji_man_motorized_wheelchair.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_personal_computer_1.png,emoji_man_personal_computer_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_personal_computer_2.png,emoji_man_personal_computer_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_probing_cane_1.png,emoji_man_probing_cane_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_probing_cane_2.png,emoji_man_probing_cane_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_rocket.png,emoji_man_rocket.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_scales.png,emoji_man_scales.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_school_1.png,emoji_man_school_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_school_2.png,emoji_man_school_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_staff_of_aesculapius.png,emoji_man_staff_of_aesculapius.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_woman_boy_1.png,emoji_man_woman_boy_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_woman_boy_2.png,emoji_man_woman_boy_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_woman_girl_1.png,emoji_man_woman_girl_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_woman_girl_2.png,emoji_man_woman_girl_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_woman_girl_boy.png,emoji_man_woman_girl_boy.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_wrench_1.png,emoji_man_wrench_1.png,英文描述名称
完整图标库,10_家人育儿,emoji_man_wrench_2.png,emoji_man_wrench_2.png,英文描述名称
完整图标库,10_家人育儿,emoji_parent_child_outfit.png,emoji_parent_child_outfit.png,英文描述名称
完整图标库,10_家人育儿,emoji_woman_ear_of_rice.png,emoji_woman_ear_of_rice.png,英文描述名称
完整图标库,11_其他通用,emoji_classical_building.png,emoji_classical_building.png,英文描述名称
完整图标库,11_其他通用,emoji_military_medal.png,emoji_military_medal.png,英文描述名称
完整图标库,11_其他通用,emoji_reminder_ribbon.png,emoji_reminder_ribbon.png,英文描述名称
完整图标库,12_自然天气,emoji_blossom.png,emoji_blossom.png,英文描述名称
完整图标库,12_自然天气,emoji_bridge_at_night.png,emoji_bridge_at_night.png,英文描述名称
完整图标库,12_自然天气,emoji_burrito.png,emoji_burrito.png,英文描述名称
完整图标库,12_自然天气,emoji_cactus.png,emoji_cactus.png,英文描述名称
完整图标库,12_自然天气,emoji_cherry_blossom.png,emoji_cherry_blossom.png,英文描述名称
完整图标库,12_自然天气,emoji_chestnut.png,emoji_chestnut.png,英文描述名称
