类型,分类,原文件名,最终文件名,说明
完整图标库,18_旅行住宿,emoji_love_hotel.png,emoji_love_hotel.png,英文描述名称
完整图标库,18_旅行住宿,emoji_national_park.png,emoji_national_park.png,英文描述名称
完整图标库,18_旅行住宿,emoji_snow_capped_mountain.png,emoji_snow_capped_mountain.png,英文描述名称
完整图标库,05_健康运动,1f3c3-1f3fb.webp,emoji_runner.png,从视觉统一源文件恢复
代码必需图标,00_代码必需图标,emoji_airplane.png,emoji_airplane.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_arrow_down.png,emoji_arrow_down.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_arrow_up.png,emoji_arrow_up.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_arrow_uturn.png,emoji_arrow_uturn.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_arrows.png,emoji_arrows.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_banknote.png,emoji_banknote.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_banknote2.png,emoji_banknote2.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_basket.png,emoji_basket.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_bolt.png,emoji_bolt.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_book.png,emoji_book.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_book2.png,emoji_book2.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_briefcase.png,emoji_briefcase.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_building.png,emoji_building.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_car.png,emoji_car.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_cart.png,emoji_cart.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_chart_line.png,emoji_chart_line.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_chart_pie.png,emoji_chart_pie.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_clock.png,emoji_clock.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_coffee.png,emoji_coffee.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_creditcard.png,emoji_creditcard.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_cross.png,emoji_cross.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_desktop.png,emoji_desktop.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_dice.png,emoji_dice.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_dollarsign.png,emoji_dollarsign.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_drop.png,emoji_drop.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_ellipsis.png,emoji_ellipsis.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_envelope.png,emoji_envelope.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_figure_child.png,emoji_figure_child.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_film.png,emoji_film.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_flame.png,emoji_flame.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_briefcase.png,emoji_folder.png,当前素材无文件夹图案，暂用办公包占位
代码必需图标,00_代码必需图标,emoji_food.png,emoji_food.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_fruit.png,emoji_fruit.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_fuel.png,emoji_fuel.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_game.png,emoji_game.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_gift.png,emoji_gift.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_graduationcap.png,emoji_graduationcap.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_grid.png,emoji_grid.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_heart.png,emoji_heart.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_house.png,emoji_house.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_key.png,emoji_key.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_leaf.png,emoji_leaf.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_paintbrush.png,emoji_paintbrush.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_pawprint.png,emoji_pawprint.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_person.png,emoji_person.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_person2.png,emoji_person2.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_phone.png,emoji_phone.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_popcorn.png,emoji_popcorn.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_rosette.png,emoji_rosette.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_run.png,emoji_run.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_scooter.png,emoji_scooter.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_shipping.png,emoji_shipping.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_shopping.png,emoji_shopping.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_sparkles.png,emoji_sparkles.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_star.png,emoji_star.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_star_circle.png,emoji_star_circle.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_tag.png,emoji_tag.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_takeout.png,emoji_takeout.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_ticket.png,emoji_ticket.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_transport.png,emoji_transport.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_tshirt.png,emoji_tshirt.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_wallet.png,emoji_wallet.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_washer.png,emoji_washer.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_wine.png,emoji_wine.png,代码名称完全匹配
代码必需图标,00_代码必需图标,emoji_wrench.png,emoji_wrench.png,代码名称完全匹配
